10	INHIBITOR	*	Agents that have only begun to undergo clinical evaluation include << CI-1033 >>, an irreversible pan-erbB [[ tyrosine kinase ]] inhibitor, and PKI166 and GW572016, both examples of dual kinase inhibitors (inhibiting epidermal growth factor receptor and Her2).
11	INHIBITOR	*	Agents that have only begun to undergo clinical evaluation include CI-1033, an irreversible pan-erbB tyrosine kinase inhibitor, and << PKI166 >> and GW572016, both examples of dual [[ kinase ]] inhibitors (inhibiting epidermal growth factor receptor and Her2).
12	INHIBITOR	*	Agents that have only begun to undergo clinical evaluation include CI-1033, an irreversible pan-erbB tyrosine kinase inhibitor, and << PKI166 >> and GW572016, both examples of dual kinase inhibitors (inhibiting [[ epidermal growth factor receptor ]] and Her2).
13	INHIBITOR	*	Agents that have only begun to undergo clinical evaluation include CI-1033, an irreversible pan-erbB tyrosine kinase inhibitor, and << PKI166 >> and GW572016, both examples of dual kinase inhibitors (inhibiting epidermal growth factor receptor and [[ Her2 ]]).
14	INHIBITOR	*	Agents that have only begun to undergo clinical evaluation include CI-1033, an irreversible pan-erbB tyrosine kinase inhibitor, and PKI166 and << GW572016 >>, both examples of dual [[ kinase ]] inhibitors (inhibiting epidermal growth factor receptor and Her2).
15	INHIBITOR	*	Agents that have only begun to undergo clinical evaluation include CI-1033, an irreversible pan-erbB tyrosine kinase inhibitor, and PKI166 and << GW572016 >>, both examples of dual kinase inhibitors (inhibiting [[ epidermal growth factor receptor ]] and Her2).
16	INHIBITOR	*	Agents that have only begun to undergo clinical evaluation include CI-1033, an irreversible pan-erbB tyrosine kinase inhibitor, and PKI166 and << GW572016 >>, both examples of dual kinase inhibitors (inhibiting epidermal growth factor receptor and [[ Her2 ]]).
17	ANTAGONIST	*	<< Alprenolol >> and bromoacetylalprenololmenthane are competitive slowly reversible antagonists at the [[ beta 1-adrenoceptors ]] of rat left atria.
18	ANTAGONIST	*	Alprenolol and << bromoacetylalprenololmenthane >> are competitive slowly reversible antagonists at the [[ beta 1-adrenoceptors ]] of rat left atria.
19	INHIBITOR	*	<< Alprenolol >> and BAAM at 10(-7), 3 x 10(-7), and 10(-6) M inhibited the cardiac stimulation response slightly, which is indicative of membrane-stabilizing activity independent of [[ beta-adrenoceptor ]] blockade.
20	INHIBITOR	*	Alprenolol and << BAAM >> at 10(-7), 3 x 10(-7), and 10(-6) M inhibited the cardiac stimulation response slightly, which is indicative of membrane-stabilizing activity independent of [[ beta-adrenoceptor ]] blockade.
21	AGONIST	*	Alprenolol and BAAM also caused surmountable antagonism of << isoprenaline >> responses, and this [[ beta 1-adrenoceptor ]] antagonism was slowly reversible.
22	ANTAGONIST	*	<< Alprenolol >> and BAAM also caused surmountable antagonism of isoprenaline responses, and this [[ beta 1-adrenoceptor ]] antagonism was slowly reversible.
23	ANTAGONIST	*	Alprenolol and << BAAM >> also caused surmountable antagonism of isoprenaline responses, and this [[ beta 1-adrenoceptor ]] antagonism was slowly reversible.
24	ANTAGONIST	*	We conclude that << alprenolol >> and BAAM are competitive slowly reversible [[ beta 1-adrenoceptor ]] antagonists on rat left atria.
25	ANTAGONIST	*	We conclude that alprenolol and << BAAM >> are competitive slowly reversible [[ beta 1-adrenoceptor ]] antagonists on rat left atria.
26	DOWNREGULATOR	*	Discovery and optimization of << anthranilic acid sulfonamides >> as inhibitors of methionine aminopeptidase-2: a structural basis for the reduction of [[ albumin ]] binding.
27	PRODUCT-OF	*	<< Adenine phosphoribosyltransferase >> plays a role in purine salvage by catalyzing the direct conversion of adenine to [[ adenosine monophosphate ]].
28	SUBSTRATE	*	<< Adenine phosphoribosyltransferase >> plays a role in purine salvage by catalyzing the direct conversion of [[ adenine ]] to adenosine monophosphate.
29	INHIBITOR	*	BACKGROUND: Since the introduction of the first << cholinesterase >> inhibitor (ChEI) in 1997, most clinicians and probably most patients would consider the cholinergic drugs, [[ donepezil ]], galantamine and rivastigmine, to be the first line pharmacotherapy for mild to moderate Alzheimer's disease.The drugs have slightly different pharmacological properties, but they all work by inhibiting the breakdown of acetylcholine, an important neurotransmitter associated with memory, by blocking the enzyme acetylcholinesterase.
30	INHIBITOR	*	BACKGROUND: Since the introduction of the first cholinesterase inhibitor (ChEI) in 1997, most clinicians and probably most patients would consider the cholinergic drugs, << donepezil >>, galantamine and rivastigmine, to be the first line pharmacotherapy for mild to moderate Alzheimer's disease.The drugs have slightly different pharmacological properties, but they all work by inhibiting the breakdown of acetylcholine, an important neurotransmitter associated with memory, by blocking the enzyme [[ acetylcholinesterase ]].
31	INHIBITOR	*	BACKGROUND: Since the introduction of the first << cholinesterase >> inhibitor (ChEI) in 1997, most clinicians and probably most patients would consider the cholinergic drugs, donepezil, [[ galantamine ]] and rivastigmine, to be the first line pharmacotherapy for mild to moderate Alzheimer's disease.The drugs have slightly different pharmacological properties, but they all work by inhibiting the breakdown of acetylcholine, an important neurotransmitter associated with memory, by blocking the enzyme acetylcholinesterase.
32	INHIBITOR	*	BACKGROUND: Since the introduction of the first cholinesterase inhibitor (ChEI) in 1997, most clinicians and probably most patients would consider the cholinergic drugs, donepezil, << galantamine >> and rivastigmine, to be the first line pharmacotherapy for mild to moderate Alzheimer's disease.The drugs have slightly different pharmacological properties, but they all work by inhibiting the breakdown of acetylcholine, an important neurotransmitter associated with memory, by blocking the enzyme [[ acetylcholinesterase ]].
33	INHIBITOR	*	BACKGROUND: Since the introduction of the first << cholinesterase >> inhibitor (ChEI) in 1997, most clinicians and probably most patients would consider the cholinergic drugs, donepezil, galantamine and [[ rivastigmine ]], to be the first line pharmacotherapy for mild to moderate Alzheimer's disease.The drugs have slightly different pharmacological properties, but they all work by inhibiting the breakdown of acetylcholine, an important neurotransmitter associated with memory, by blocking the enzyme acetylcholinesterase.
34	INHIBITOR	*	BACKGROUND: Since the introduction of the first cholinesterase inhibitor (ChEI) in 1997, most clinicians and probably most patients would consider the cholinergic drugs, donepezil, galantamine and << rivastigmine >>, to be the first line pharmacotherapy for mild to moderate Alzheimer's disease.The drugs have slightly different pharmacological properties, but they all work by inhibiting the breakdown of acetylcholine, an important neurotransmitter associated with memory, by blocking the enzyme [[ acetylcholinesterase ]].
35	SUBSTRATE	*	BACKGROUND: Since the introduction of the first cholinesterase inhibitor (ChEI) in 1997, most clinicians and probably most patients would consider the cholinergic drugs, donepezil, galantamine and rivastigmine, to be the first line pharmacotherapy for mild to moderate Alzheimer's disease.The drugs have slightly different pharmacological properties, but they all work by inhibiting the breakdown of << acetylcholine >>, an important neurotransmitter associated with memory, by blocking the enzyme [[ acetylcholinesterase ]].
36	INDIRECT-UPREGULATOR	*	Mitiglinide (<< KAD-1229 >>), a new anti-diabetic drug, is thought to stimulate [[ insulin ]] secretion by closing the ATP-sensitive K+ (K(ATP)) channels in pancreatic beta-cells.
37	INDIRECT-UPREGULATOR	*	<< Mitiglinide >> (KAD-1229), a new anti-diabetic drug, is thought to stimulate [[ insulin ]] secretion by closing the ATP-sensitive K+ (K(ATP)) channels in pancreatic beta-cells.
38	INHIBITOR	*	Mitiglinide (<< KAD-1229 >>), a new anti-diabetic drug, is thought to stimulate insulin secretion by closing the [[ ATP-sensitive K+ (K(ATP)) channels ]] in pancreatic beta-cells.
39	INHIBITOR	*	<< Mitiglinide >> (KAD-1229), a new anti-diabetic drug, is thought to stimulate insulin secretion by closing the [[ ATP-sensitive K+ (K(ATP)) channels ]] in pancreatic beta-cells.
40	INHIBITOR	*	Patch-clamp analysis using inside-out recording configuration showed that << mitiglinide >> inhibits the [[ Kir6.2 ]]/SUR1 channel currents in a dose-dependent manner (IC50 value, 100 nM) but does not significantly inhibit either Kir6.2/SUR2A or Kir6.2/SUR2B channel currents even at high doses (more than 10 microM).
41	INHIBITOR	*	Patch-clamp analysis using inside-out recording configuration showed that << mitiglinide >> inhibits the Kir6.2/[[ SUR1 ]] channel currents in a dose-dependent manner (IC50 value, 100 nM) but does not significantly inhibit either Kir6.2/SUR2A or Kir6.2/SUR2B channel currents even at high doses (more than 10 microM).
42	INHIBITOR	*	<< Nateglinide >> inhibits [[ Kir6.2 ]]/SUR1 and Kir6.2/SUR2B channels at 100 nM, and inhibits Kir6.2/SUR2A channels at high concentrations (1 microM).
43	INHIBITOR	*	<< Nateglinide >> inhibits Kir6.2/[[ SUR1 ]] and Kir6.2/SUR2B channels at 100 nM, and inhibits Kir6.2/SUR2A channels at high concentrations (1 microM).
44	INHIBITOR	*	<< Nateglinide >> inhibits Kir6.2/SUR1 and [[ Kir6.2 ]]/SUR2B channels at 100 nM, and inhibits Kir6.2/SUR2A channels at high concentrations (1 microM).
45	INHIBITOR	*	<< Nateglinide >> inhibits Kir6.2/SUR1 and Kir6.2/[[ SUR2B ]] channels at 100 nM, and inhibits Kir6.2/SUR2A channels at high concentrations (1 microM).
46	INHIBITOR	*	<< Nateglinide >> inhibits Kir6.2/SUR1 and Kir6.2/SUR2B channels at 100 nM, and inhibits [[ Kir6.2 ]]/SUR2A channels at high concentrations (1 microM).
47	INHIBITOR	*	<< Nateglinide >> inhibits Kir6.2/SUR1 and Kir6.2/SUR2B channels at 100 nM, and inhibits Kir6.2/[[ SUR2A ]] channels at high concentrations (1 microM).
48	AGONIST	*	These results indicate that, similar to the sulfonylureas, mitiglinide is highly specific to the Kir6.2/SUR1 complex, i.e., the pancreatic beta-cell << K(ATP) channel >>, and suggest that [[ mitiglinide ]] may be a clinically useful anti-diabetic drug.
49	AGONIST	*	Although generally highly specific for angiotensin II type 1 receptors, some ARBs, particularly << telmisartan >>, are partial agonists at [[ peroxisome proliferator-activated receptor-γ ]].
50	ANTAGONIST	*	Although generally highly specific for << angiotensin II type 1 receptors >>, some ARBs, particularly [[ telmisartan ]], are partial agonists at peroxisome proliferator-activated receptor-γ.
51	AGONIST	*	Direct-acting << CB1 >> agonists, including [[ Δ(9)-tetrahydrocannabinol ]], WIN 55,212 [R-(1)-[2,3-dihydro-5-methyl-3-[(morpholinyl)methyl]pyrrolo[1,2,3-de]-1,4-benzoxazinyl]-(1-naphthalenyl)methanone mesylate], AM2389 [9β-hydroxy-3-(1-hexyl-cyclobut-1-yl)-hexahydrocannabinol], and AM4054 [9β-(hydroxymethyl)-3-(1-adamantyl)-hexahydrocannabinol], produced dose-dependent increases in diuresis and decreases in colonic temperature, with slightly lower ED(50) values for diuresis than for hypothermia.
52	AGONIST	*	Direct-acting << CB1 >> agonists, including Δ(9)-tetrahydrocannabinol, [[ WIN 55,212 ]] [R-(1)-[2,3-dihydro-5-methyl-3-[(morpholinyl)methyl]pyrrolo[1,2,3-de]-1,4-benzoxazinyl]-(1-naphthalenyl)methanone mesylate], AM2389 [9β-hydroxy-3-(1-hexyl-cyclobut-1-yl)-hexahydrocannabinol], and AM4054 [9β-(hydroxymethyl)-3-(1-adamantyl)-hexahydrocannabinol], produced dose-dependent increases in diuresis and decreases in colonic temperature, with slightly lower ED(50) values for diuresis than for hypothermia.
53	AGONIST	*	Direct-acting << CB1 >> agonists, including Δ(9)-tetrahydrocannabinol, WIN 55,212 [[[ R-(1)-[2,3-dihydro-5-methyl-3-[(morpholinyl)methyl]pyrrolo[1,2,3-de]-1,4-benzoxazinyl]-(1-naphthalenyl)methanone mesylate ]]], AM2389 [9β-hydroxy-3-(1-hexyl-cyclobut-1-yl)-hexahydrocannabinol], and AM4054 [9β-(hydroxymethyl)-3-(1-adamantyl)-hexahydrocannabinol], produced dose-dependent increases in diuresis and decreases in colonic temperature, with slightly lower ED(50) values for diuresis than for hypothermia.
54	AGONIST	*	Direct-acting << CB1 >> agonists, including Δ(9)-tetrahydrocannabinol, WIN 55,212 [R-(1)-[2,3-dihydro-5-methyl-3-[(morpholinyl)methyl]pyrrolo[1,2,3-de]-1,4-benzoxazinyl]-(1-naphthalenyl)methanone mesylate], [[ AM2389 ]] [9β-hydroxy-3-(1-hexyl-cyclobut-1-yl)-hexahydrocannabinol], and AM4054 [9β-(hydroxymethyl)-3-(1-adamantyl)-hexahydrocannabinol], produced dose-dependent increases in diuresis and decreases in colonic temperature, with slightly lower ED(50) values for diuresis than for hypothermia.
55	AGONIST	*	Direct-acting << CB1 >> agonists, including Δ(9)-tetrahydrocannabinol, WIN 55,212 [R-(1)-[2,3-dihydro-5-methyl-3-[(morpholinyl)methyl]pyrrolo[1,2,3-de]-1,4-benzoxazinyl]-(1-naphthalenyl)methanone mesylate], AM2389 [[[ 9β-hydroxy-3-(1-hexyl-cyclobut-1-yl)-hexahydrocannabinol ]]], and AM4054 [9β-(hydroxymethyl)-3-(1-adamantyl)-hexahydrocannabinol], produced dose-dependent increases in diuresis and decreases in colonic temperature, with slightly lower ED(50) values for diuresis than for hypothermia.
56	AGONIST	*	Direct-acting << CB1 >> agonists, including Δ(9)-tetrahydrocannabinol, WIN 55,212 [R-(1)-[2,3-dihydro-5-methyl-3-[(morpholinyl)methyl]pyrrolo[1,2,3-de]-1,4-benzoxazinyl]-(1-naphthalenyl)methanone mesylate], AM2389 [9β-hydroxy-3-(1-hexyl-cyclobut-1-yl)-hexahydrocannabinol], and [[ AM4054 ]] [9β-(hydroxymethyl)-3-(1-adamantyl)-hexahydrocannabinol], produced dose-dependent increases in diuresis and decreases in colonic temperature, with slightly lower ED(50) values for diuresis than for hypothermia.
57	AGONIST	*	Direct-acting << CB1 >> agonists, including Δ(9)-tetrahydrocannabinol, WIN 55,212 [R-(1)-[2,3-dihydro-5-methyl-3-[(morpholinyl)methyl]pyrrolo[1,2,3-de]-1,4-benzoxazinyl]-(1-naphthalenyl)methanone mesylate], AM2389 [9β-hydroxy-3-(1-hexyl-cyclobut-1-yl)-hexahydrocannabinol], and AM4054 [[[ 9β-(hydroxymethyl)-3-(1-adamantyl)-hexahydrocannabinol ]]], produced dose-dependent increases in diuresis and decreases in colonic temperature, with slightly lower ED(50) values for diuresis than for hypothermia.
58	AGONIST	*	Methanandamide (10.0 mg/kg) had lesser effect than other CB agonists, and the << CB2 >> agonist [[ AM1241 ]] [1-(methylpiperidin-2-ylmethyl)-3-(2-iodo-5-nitrobenzoyl)indole], the anandamide transport inhibitor AM404, and the CB antagonist rimonabant did not have diuretic effects.
59	AGONIST	*	Methanandamide (10.0 mg/kg) had lesser effect than other CB agonists, and the << CB2 >> agonist AM1241 [[[ 1-(methylpiperidin-2-ylmethyl)-3-(2-iodo-5-nitrobenzoyl)indole ]]], the anandamide transport inhibitor AM404, and the CB antagonist rimonabant did not have diuretic effects.
60	AGONIST	*	Methanandamide (10.0 mg/kg) had lesser effect than other CB agonists, and the << CB2 >> agonist AM1241 [1-(methylpiperidin-2-ylmethyl)-3-(2-iodo-5-nitrobenzoyl)indole], the anandamide transport inhibitor [[ AM404 ]], and the CB antagonist rimonabant did not have diuretic effects.
61	AGONIST	*	In further studies, the diuretic effects of the << CB1 >> agonist [[ AM4054 ]] were similar in male and female rats, displayed a relatively rapid onset to action, and were dose-dependently antagonized by 30 minutes pretreatment with rimonabant, but not by the vanilloid receptor type I antagonist capsazepine, nor were the effects of WIN 55,212 antagonized by the CB2 antagonist AM630 [(6-iodo-2-methyl-1-[2-(4-morpholinyl)ethyl]-1H-indol-3-yl](4-methoxyphenyl) methanone)].
62	AGONIST	*	In further studies, the diuretic effects of the CB1 agonist AM4054 were similar in male and female rats, displayed a relatively rapid onset to action, and were dose-dependently antagonized by 30 minutes pretreatment with rimonabant, but not by the vanilloid receptor type I antagonist capsazepine, nor were the effects of << WIN 55,212 >> antagonized by the [[ CB2 ]] antagonist AM630 [(6-iodo-2-methyl-1-[2-(4-morpholinyl)ethyl]-1H-indol-3-yl](4-methoxyphenyl) methanone)].
63	ANTAGONIST	*	In further studies, the diuretic effects of the << CB1 >> agonist AM4054 were similar in male and female rats, displayed a relatively rapid onset to action, and were dose-dependently antagonized by 30 minutes pretreatment with [[ rimonabant ]], but not by the vanilloid receptor type I antagonist capsazepine, nor were the effects of WIN 55,212 antagonized by the CB2 antagonist AM630 [(6-iodo-2-methyl-1-[2-(4-morpholinyl)ethyl]-1H-indol-3-yl](4-methoxyphenyl) methanone)].
64	ANTAGONIST	*	In further studies, the diuretic effects of the CB1 agonist AM4054 were similar in male and female rats, displayed a relatively rapid onset to action, and were dose-dependently antagonized by 30 minutes pretreatment with rimonabant, but not by the << vanilloid receptor type I >> antagonist [[ capsazepine ]], nor were the effects of WIN 55,212 antagonized by the CB2 antagonist AM630 [(6-iodo-2-methyl-1-[2-(4-morpholinyl)ethyl]-1H-indol-3-yl](4-methoxyphenyl) methanone)].
65	ANTAGONIST	*	In further studies, the diuretic effects of the CB1 agonist AM4054 were similar in male and female rats, displayed a relatively rapid onset to action, and were dose-dependently antagonized by 30 minutes pretreatment with rimonabant, but not by the vanilloid receptor type I antagonist capsazepine, nor were the effects of WIN 55,212 antagonized by the << CB2 >> antagonist [[ AM630 ]] [(6-iodo-2-methyl-1-[2-(4-morpholinyl)ethyl]-1H-indol-3-yl](4-methoxyphenyl) methanone)].
66	ANTAGONIST	*	In further studies, the diuretic effects of the CB1 agonist AM4054 were similar in male and female rats, displayed a relatively rapid onset to action, and were dose-dependently antagonized by 30 minutes pretreatment with rimonabant, but not by the vanilloid receptor type I antagonist capsazepine, nor were the effects of WIN 55,212 antagonized by the << CB2 >> antagonist AM630 [[[ (6-iodo-2-methyl-1-[2-(4-morpholinyl)ethyl]-1H-indol-3-yl](4-methoxyphenyl) methanone) ]]].
67	INHIBITOR	*	<< N-[2-(cyclohexyloxyl)-4-nitrophenyl]-methanesulfonamide >> (NS-398), a selective [[ cyclooxygenase-2 ]] inhibitor, also inhibited cell proliferation, whereas it did not cause apoptosis.
68	INHIBITOR	*	N-[2-(cyclohexyloxyl)-4-nitrophenyl]-methanesulfonamide (<< NS-398 >>), a selective [[ cyclooxygenase-2 ]] inhibitor, also inhibited cell proliferation, whereas it did not cause apoptosis.
69	UPREGULATOR	*	Mutation of arginine 228 to << lysine >> enhances the [[ glucosyltransferase ]] activity of bovine beta-1,4-galactosyltransferase I.
70	SUBSTRATE	*	Beta-1,4-galactosyltransferase I (beta4Gal-T1) normally transfers Gal from UDP-Gal to GlcNAc in the presence of Mn(2+) ion (Gal-T activity) and also transfers Glc from << UDP-Glc >> to GlcNAc ([[ Glc-T ]] activity), albeit at only 0.3% efficiency.
71	SUBSTRATE	*	<< Beta-1,4-galactosyltransferase I >> (beta4Gal-T1) normally transfers Gal from [[ UDP-Gal ]] to GlcNAc in the presence of Mn(2+) ion (Gal-T activity) and also transfers Glc from UDP-Glc to GlcNAc (Glc-T activity), albeit at only 0.3% efficiency.
72	SUBSTRATE	*	Beta-1,4-galactosyltransferase I (beta4Gal-T1) normally transfers Gal from << UDP-Gal >> to GlcNAc in the presence of Mn(2+) ion ([[ Gal-T ]] activity) and also transfers Glc from UDP-Glc to GlcNAc (Glc-T activity), albeit at only 0.3% efficiency.
73	SUBSTRATE	*	Beta-1,4-galactosyltransferase I (<< beta4Gal-T1 >>) normally transfers Gal from [[ UDP-Gal ]] to GlcNAc in the presence of Mn(2+) ion (Gal-T activity) and also transfers Glc from UDP-Glc to GlcNAc (Glc-T activity), albeit at only 0.3% efficiency.
74	INHIBITOR	*	Discovery of novel << 2-hydroxydiarylamide >> derivatives as [[ TMPRSS4 ]] inhibitors.
75	INHIBITOR	*	In this study, a novel series of << 2-hydroxydiarylamide >> derivatives were synthesized and evaluated for inhibiting [[ TMPRSS4 ]] serine protease activity and suppressing cancer cell invasion.
76	INHIBITOR	*	In this study, a novel series of << 2-hydroxydiarylamide >> derivatives were synthesized and evaluated for inhibiting TMPRSS4 [[ serine protease ]] activity and suppressing cancer cell invasion.
77	AGONIST	*	The selective << betaAR >> agonist [[ isoproterenol ]] caused an enhancement of hippocampal CA3 network activity, as measured by an increase in frequency of spontaneous burst discharges recorded in the CA3 region.
78	AGONIST	*	The selective << beta1AR >> antagonists atenolol and metoprolol blocked [[ isoproterenol ]]-induced enhancement, with apparent K(b) values of 85 +/- 36 and 3.9 +/- 1.7 nM, respectively.
79	ANTAGONIST	*	The selective << beta1AR >> antagonists [[ atenolol ]] and metoprolol blocked isoproterenol-induced enhancement, with apparent K(b) values of 85 +/- 36 and 3.9 +/- 1.7 nM, respectively.
80	ANTAGONIST	*	The selective << beta1AR >> antagonists atenolol and [[ metoprolol ]] blocked isoproterenol-induced enhancement, with apparent K(b) values of 85 +/- 36 and 3.9 +/- 1.7 nM, respectively.
81	AGONIST	*	In contrast, the selective << beta2AR >> antagonists ICI-118,551 and butoxamine inhibited [[ isoproterenol ]]-mediated enhancement with apparent low affinities (K(b) of 222 +/- 61 and 9268 +/- 512 nM, respectively).
82	ANTAGONIST	*	In contrast, the selective << beta2AR >> antagonists ICI-118,551 and [[ butoxamine ]] inhibited isoproterenol-mediated enhancement with apparent low affinities (K(b) of 222 +/- 61 and 9268 +/- 512 nM, respectively).
83	ANTAGONIST	*	In contrast, the selective << beta2AR >> antagonists [[ ICI-118,551 ]] and butoxamine inhibited isoproterenol-mediated enhancement with apparent low affinities (K(b) of 222 +/- 61 and 9268 +/- 512 nM, respectively).
84	AGONIST	*	Together, this pharmacological profile of subtype-selective betaAR antagonists indicates that in this model, << beta1AR >> activation is responsible for the enhanced hippocampal CA3 network activity initiated by [[ isoproterenol ]].
85	AGONIST	*	<< P2Y(2) receptor >> agonist [[ INS37217 ]] enhances functional recovery after detachment caused by subretinal injection in normal and rds mice.
86	ANTAGONIST	*	Selective antagonism of << GluR5 >> kainate-receptor-mediated synaptic currents by [[ topiramate ]] in rat basolateral amygdala neurons.
87	ANTAGONIST	*	Selective antagonism of GluR5 << kainate-receptor >>-mediated synaptic currents by [[ topiramate ]] in rat basolateral amygdala neurons.
88	INDIRECT-DOWNREGULATOR	*	In whole-cell voltage-clamp recordings from principal neurons of the rat basolateral amygdala, << topiramate >> at low concentrations (IC50, approximately 0.5 microm) selectively inhibited pharmacologically isolated excitatory synaptic currents mediated by [[ kainate receptors ]] containing the GluR5 subunit.
89	INDIRECT-DOWNREGULATOR	*	In whole-cell voltage-clamp recordings from principal neurons of the rat basolateral amygdala, << topiramate >> at low concentrations (IC50, approximately 0.5 microm) selectively inhibited pharmacologically isolated excitatory synaptic currents mediated by kainate receptors containing the [[ GluR5 ]] subunit.
90	INDIRECT-DOWNREGULATOR	*	<< Topiramate >> also partially depressed predominantly [[ AMPA-receptor ]]-mediated EPSCs, but with lower efficacy.
91	INHIBITOR	*	Inhibition of << GluR5 >> kainate receptors could represent a key mechanism underlying the anticonvulsant activity of [[ topiramate ]].
92	INHIBITOR	*	Inhibition of GluR5 << kainate receptors >> could represent a key mechanism underlying the anticonvulsant activity of [[ topiramate ]].
93	SUBSTRATE	*	Density functional theory calculations using the hybrid functional B3LYP have been performed to study the << methyl >> transfer step in [[ glycine N-methyltransferase ]] (GNMT).
94	SUBSTRATE	*	Density functional theory calculations using the hybrid functional B3LYP have been performed to study the << methyl >> transfer step in glycine N-methyltransferase ([[ GNMT ]]).
95	SUBSTRATE	*	The starting point for the calculations is the recent X-ray crystal structure of << GNMT >> complexed with [[ SAM ]] and acetate.
96	INHIBITOR	*	<< Dasatinib >> (BMS-354825) inhibits [[ KIT ]]D816V, an imatinib-resistant activating mutation that triggers neoplastic growth in most patients with systemic mastocytosis.
97	INHIBITOR	*	<< Dasatinib >> (BMS-354825) inhibits KIT[[ D816V ]], an imatinib-resistant activating mutation that triggers neoplastic growth in most patients with systemic mastocytosis.
98	INHIBITOR	*	Dasatinib (<< BMS-354825 >>) inhibits KIT[[ D816V ]], an imatinib-resistant activating mutation that triggers neoplastic growth in most patients with systemic mastocytosis.
99	INHIBITOR	*	<< Dasatinib >> (BMS-354825) is a novel orally bioavailable [[ SRC ]]/ABL inhibitor that has activity against multiple imatinib-resistant BCR-ABL isoforms in vitro that is presently showing considerable promise in early-phase clinical trials of chronic myeloid leukemia (CML).
100	INHIBITOR	*	<< Dasatinib >> (BMS-354825) is a novel orally bioavailable SRC/[[ ABL ]] inhibitor that has activity against multiple imatinib-resistant BCR-ABL isoforms in vitro that is presently showing considerable promise in early-phase clinical trials of chronic myeloid leukemia (CML).
101	INHIBITOR	*	Dasatinib (<< BMS-354825 >>) is a novel orally bioavailable [[ SRC ]]/ABL inhibitor that has activity against multiple imatinib-resistant BCR-ABL isoforms in vitro that is presently showing considerable promise in early-phase clinical trials of chronic myeloid leukemia (CML).
102	INHIBITOR	*	Dasatinib (<< BMS-354825 >>) is a novel orally bioavailable SRC/[[ ABL ]] inhibitor that has activity against multiple imatinib-resistant BCR-ABL isoforms in vitro that is presently showing considerable promise in early-phase clinical trials of chronic myeloid leukemia (CML).
103	INHIBITOR	*	In this study, we demonstrate significant inhibitory activity of << dasatinib >> against both wild-type [[ KIT ]] and the KITD816V mutation in the nanomolar range in in vitro and cell-based kinase assays.
104	INHIBITOR	*	In this study, we demonstrate significant inhibitory activity of << dasatinib >> against both wild-type KIT and the [[ KIT ]]D816V mutation in the nanomolar range in in vitro and cell-based kinase assays.
105	INHIBITOR	*	In this study, we demonstrate significant inhibitory activity of << dasatinib >> against both wild-type KIT and the KIT[[ D816V ]] mutation in the nanomolar range in in vitro and cell-based kinase assays.
106	INHIBITOR	*	Additionally, << dasatinib >> leads to growth inhibition of a [[ KIT ]]D816V-harboring human masto-cytosis cell line.
107	INHIBITOR	*	Additionally, << dasatinib >> leads to growth inhibition of a KIT[[ D816V ]]-harboring human masto-cytosis cell line.
